發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110年07月27日 16時20分00秒,屏東縣新園鄉仙吉村仙吉路291號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.442154,22.477400
110年07月27日 17時37分56秒,桃園市八德區國道2號 19公里900.0公尺處西側向外側,死亡1;受傷7,營業用-半聯結車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人,121.325041,24.954143
110年07月28日 01時01分00秒,屏東縣枋山鄉加祿路枋山-枋寮線108-13號電桿前,死亡1;受傷0,普通重型-機車,120.622731,22.337234
110年07月28日 06時55分00秒,臺中市北屯區東山里東山路二段前0.0公尺,死亡1;受傷0,普通重型-機車,120.772645,24.197222
110年07月28日 07時47分00秒,臺中市清水區國道4號 2公里800.0公尺處西側向交流道,死亡1;受傷0,自用-小客車,120.695360,24.271531
110年07月28日 07時50分24秒,臺東縣太麻里鄉台九線400.65K南下車道,死亡2;受傷1,自用-小客車;營業用-大貨車;乘客-人;乘客-人,120.959055,22.506938
110年07月28日 09時02分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區勝利路,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,120.373794,22.625541
110年07月28日 11時36分00秒,新北市新莊區中環路1段 / 新北市新莊區景德路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.442516,25.056761
110年07月28日 20時47分00秒,屏東縣竹田鄉信實路177號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.544718,22.593208
110年07月29日 07時40分00秒,臺南市永康區鹽水溪河堤道路西往東鹽洲里323號路燈附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.237734,23.049218
110年07月29日 16時20分07秒,屏東縣萬丹鄉廣安村萬丹路2段口 / 屏東縣萬丹鄉廣安村萬丹路2段口,死亡1;受傷1,普通重型-機車;自用-小客車,120.486564,22.609794
110年07月30日 07時43分00秒,桃園市大園區大觀路口 / 桃園市大園區大觀路,死亡1;受傷0,自用-小客車;大型重型2(250-550C.C.)-機車,121.164458,25.057300
110年07月30日 08時12分57秒,南投縣草屯鎮中山里草溪路791號,死亡1;受傷0,普通重型-機車,120.679296,23.972447
110年07月30日 09時04分00秒,桃園市龜山區文化一路口 / 桃園市龜山區文德路口,死亡2;受傷0,自用-小客車;普通重型-機車;乘客-人,121.376425,25.054914
110年07月31日 01時34分00秒,新北市土城區金城路3段 / 新北市土城區延和路,死亡1;受傷0,普通重型-機車,121.470289,24.989384
110年07月31日 01時36分00秒,臺北市信義區基隆路2段131-4號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.556580,25.028032
110年07月31日 07時01分00秒,臺中市梧棲區草湳里港埠路一段547號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.530450,24.237225
110年07月31日 09時10分00秒,臺東縣臺東市台11線 174公里200.0公尺處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.069404,22.710388
110年07月31日 15時09分00秒,雲林縣四湖鄉鹿場村下鹿場路139號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.232912,23.617432
110年07月31日 16時41分00秒,基隆市暖暖區基隆市暖暖區八堵路189-5號之5八堵加油站對面,死亡1;受傷0,普通重型-機車,121.711565,25.114249
110年07月31日 18時00分00秒,臺中市南區永和里高工路391號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.667945,24.114561
110年08月02日 11時14分49秒,臺南市鹽水區汫水里南77線1公里處,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.272627,23.339662
110年08月02日 12時34分00秒,屏東縣萬丹鄉台88線 16.3公里50.0公尺處附近向交流道,死亡1;受傷0,自用-小客車,120.481275,22.569148
110年08月02日 19時20分00秒,臺東縣鹿野鄉台9線 332公里500.0公尺處,死亡1;受傷3,營業用-大貨車;自用-大貨車;乘客-人;乘客-人,121.145035,22.932031
110年08月03日 10時14分05秒,花蓮縣豐濱鄉台11線 32公里700.0公尺處附近向內側,死亡1;受傷2,營業用-曳引車;自用-小貨車(含客、貨兩用);乘客-人,121.556610,23.733981
110年08月03日 11時53分00秒,彰化縣二林鎮萬合里江山巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.407469,23.930397
110年08月03日 16時35分00秒,花蓮縣吉安鄉縣193線 20公里900.0公尺處北側,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.594433,23.939998
110年08月03日 17時34分00秒,新北市樹林區三龍街 / 新北市樹林區俊興街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.414232,25.018608
110年08月03日 19時04分00秒,臺北市內湖區潭美街 / 臺北市內湖區無名巷,死亡1;受傷0,自用-小客車;行人-人,121.576160,25.052923
110年08月04日 10時55分00秒,臺南市佳里區文化路25號,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.181778,23.163125
110年08月04日 17時59分39秒,花蓮縣豐濱鄉台11線 39公里500.0公尺處,死亡1;受傷2,營業用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.548314,23.688892
110年08月05日 04時29分00秒,桃園市中壢區國道1號 59公里500.0公尺處北側向外側,死亡1;受傷2,自用-小客車;自用-小客車;營業用-全聯結車;乘客-人,121.218300,24.971384
110年08月05日 09時33分33秒,桃園市楊梅區中山北路二段口 / 桃園市楊梅區梅獅路一段,死亡1;受傷0,營業用-全聯結車;普通重型-機車,121.174468,24.911403
110年08月05日 11時13分00秒,高雄市燕巢區中民路 / 高雄市燕巢區中西路,死亡1;受傷0,營業用-大貨車;普通重型-機車;自用-小貨車(含客、貨兩用),120.358964,22.793116
110年08月05日 13時08分00秒,彰化縣鹿港鎮溝墘里溝墘巷87之26號前0.0公尺,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小客車;自用-大貨車,120.483878,24.084418
110年08月05日 15時12分00秒,臺北市北投區中央北路4段601巷7號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,121.462745,25.123365
110年08月05日 18時43分00秒,桃園市桃園區大興西路1段口 / 桃園市桃園區新埔六街口,死亡1;受傷0,普通重型-機車;自用-小客車,121.303018,25.013468
110年08月05日 21時03分42秒,苗栗縣苑裡鎮海線 167.0公里453.0公尺,死亡1;受傷0,行人-人;火車-其他車,120.677505,24.409826
110年08月05日 22時08分00秒,新竹縣新埔鎮中正路與中正一街口,死亡1;受傷0,行人-人;自用-小客車,121.082781,24.826966
110年08月06日 10時20分00秒,基隆市安樂區基金一路110-62號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.714236,25.140380
110年08月06日 20時46分00秒,新竹縣新豐鄉建興路1段198-39號前0.0公尺附近,死亡1;受傷0,自用-小客車;遊覽車-大客車;普通重型-機車,120.996279,24.869983
110年08月06日 23時10分00秒,雲林縣崙背鄉舊庄村154縣道頂厝枝1號電桿前,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車,120.334686,23.788466
110年08月07日 02時00分21秒,桃園市龜山區長壽路口 / 桃園市龜山區光峰路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.342810,25.001612
110年08月07日 07時47分00秒,新北市五股區中興路3段168號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;營業用-曳引車,121.443881,25.081347
110年08月07日 09時40分06秒,南投縣仁愛鄉台14甲線 7公里400.0公尺處附近,死亡1;受傷0,行人-人;自用-小客車,121.158471,24.045367
110年08月07日 13時34分05秒,苗栗縣造橋鄉國道3號 121公里100.0公尺處北側向中外,死亡2;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);其他人-人;其他人-人,120.832635,24.650664
110年08月07日 19時38分00秒,彰化縣埤頭鄉永豊村斗苑西路前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.446505,23.894010
110年08月07日 20時53分00秒,桃園市八德區新興路924號前0.0公尺,死亡1;受傷0,普通重型-機車,121.278064,24.942780
110年08月07日 22時25分00秒,臺中市太平區新高里環中東路三段 / 臺中市太平區新高里育才路,死亡1;受傷0,自用-小客車;普通重型-機車,120.718055,24.158055
110年08月07日 22時29分00秒,臺北市大同區重慶北路3段76號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人,121.513590,25.066183
110年08月07日 23時00分15秒,新北市土城區國道3號 40公里500.0公尺處南側向內側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人,121.441498,24.966118
110年08月08日 14時58分00秒,臺北市中正區中華路1段 / 臺北市中正區長沙街1段,死亡1;受傷0,普通重型-機車,121.508000,25.040455
110年08月08日 17時30分00秒,嘉義縣中埔鄉富收村嘉139線5.8公里處,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.490205,23.441779
110年08月08日 19時33分00秒,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,死亡1;受傷2,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車;乘客-人,121.215669,24.935480
110年08月08日 19時55分00秒,新北市樹林區新北市樹林區中山路2段72號對面,死亡1;受傷2,普通重型-機車;行人-人;乘客-人,121.415511,24.984179
110年08月08日 22時27分00秒,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,死亡1;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車,121.140352,22.767968
110年08月09日 05時34分00秒,南投縣埔里鎮中山路四段2之5號對面,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.944389,23.966331
110年08月09日 09時18分00秒,桃園市中壢區中豐路129號前0.0公尺,死亡1;受傷1,行人-人;營業用-曳引車;行人-人,121.220006,24.962359
110年08月09日 09時31分00秒,高雄市楠梓區鳳楠路 / 高雄市楠梓區楠興東路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.332643,22.720404
110年08月09日 14時11分00秒,屏東縣新埤鄉臺一線與中興路口,死亡1;受傷2,自用-小客車;自用-小客車;乘客-人;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);普通重型-機車,120.549740,22.466548
110年08月09日 17時10分00秒,新北市新莊區新北市新莊區重新堤外道路與重新堤外道路10K+100往樹林方向,死亡1;受傷0,普通重型-機車;自用-大貨車,121.453971,25.033547
110年08月09日 17時32分00秒,高雄市三民區中華二路 / 高雄市三民區熱河二街,死亡1;受傷0,自用-小客車;普通重型-機車,120.291760,22.644803
110年08月10日 00時33分00秒,臺南市佳里區縣176線 12公里750.0公尺處西側,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車;自用-小客車,120.186983,23.164846
110年08月10日 04時45分00秒,臺北市中正區汀州路3段25號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.526249,25.019861
110年08月10日 05時45分00秒,宜蘭縣冬山鄉梅林路前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,121.743030,24.649290
110年08月10日 08時02分00秒,高雄市田寮區外安 / 高雄市田寮區外安,死亡1;受傷0,普通重型-機車,120.388708,22.861438
110年08月10日 08時48分00秒,新竹縣新豐鄉康樂路1段306巷前0.0公尺附近,死亡1;受傷0,普通重型-機車;營業用-曳引車;自用-小客車,120.986755,24.870812
110年08月10日 12時44分00秒,彰化縣田中鎮中路里文中街 / 彰化縣田中鎮中路里文中一街,死亡1;受傷0,普通重型-機車;計程車-小客車,120.591093,23.854376
110年08月10日 14時56分00秒,彰化縣芬園鄉縣庄村彰南路2段526號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.632973,23.995006
110年08月11日 05時20分00秒,新北市土城區金城路2段 / 新北市土城區裕民路,死亡1;受傷1,普通重型-機車;行人-人,121.455572,24.982137
110年08月11日 06時12分00秒,臺中市北屯區同榮里台74線前0.0公尺,死亡1;受傷0,計程車-小客車,120.680196,24.200901
110年08月11日 09時40分00秒,高雄市小港區鳳林路東側 / 高雄市小港區鳳北路,死亡1;受傷0,普通重型-機車;營業用-半聯結車,120.344412,22.528432
110年08月11日 17時57分00秒,屏東縣九如鄉九如路二段79號,死亡1;受傷0,普通重型-機車;營業用-曳引車;自用-小貨車(含客、貨兩用);自用-小客車,120.488758,22.730686
110年08月12日 01時30分58秒,苗栗縣後龍鎮復興里新港三路1220號,死亡1;受傷0,普通重型-機車,120.809958,24.610433
110年08月12日 14時29分00秒,臺南市東區崇德路口 / 臺南市東區崇德一街口,死亡1;受傷0,普通重型-機車;自用-小客車;普通重型-機車,120.219332,22.979693
110年08月12日 17時20分00秒,臺中市西屯區西墩里環中路二段 / 臺中市西屯區西墩里福科路,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.634906,24.179910
110年08月12日 17時52分00秒,臺南市新市區大營里大營前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.305848,23.102825
110年08月13日 06時52分00秒,高雄市鳳山區五甲三路 / 高雄市鳳山區五福二路,死亡1;受傷0,普通重型-機車;民營公車-大客車,120.324500,22.590270
110年08月13日 08時31分07秒,雲林縣褒忠鄉台19線 51公里北側向機、慢車道,死亡1;受傷0,自用-大貨車;普通重型-機車,120.333962,23.726362
110年08月13日 11時00分00秒,嘉義市西區湖內里健康三路 / 嘉義市西區湖內里湖美十路,死亡1;受傷0,電動自行車-慢車;營業用-大貨車,120.436513,23.447869
110年08月14日 04時40分00秒,臺南市玉井區台3線 374公里900.0公尺處向外側,死亡1;受傷0,自用-小貨車(含客、貨兩用);農耕用車(或機械)-其他車,120.472351,23.114833
110年08月14日 06時37分00秒,臺東縣臺東市台11線 160公里北側,死亡1;受傷0,大型重型1(550C.C.以上)-機車,121.173547,22.776035
110年08月14日 14時39分20秒,桃園市八德區中山一路101號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.282893,24.921706
110年08月14日 22時03分00秒,彰化縣員林市三和里浮圳路2段177號前0.0公尺前,死亡1;受傷1,普通重型-機車;行人-人,120.582371,23.967296
110年08月15日 05時36分00秒,屏東縣車城鄉中山與田中路口(台26線15.7K),死亡1;受傷1,自用-小客車;乘客-人,120.714077,22.079187
110年08月15日 06時46分00秒,新北市板橋區新北市板橋區海山路與民族路219巷口,死亡1;受傷0,腳踏自行車-慢車;自用-小貨車(含客、貨兩用),121.468854,25.009212
110年08月15日 08時10分00秒,高雄市三民區九如二路 / 高雄市三民區重慶街,死亡1;受傷0,普通輕型-機車;自用-小貨車(含客、貨兩用),120.301796,22.641339
110年08月15日 11時23分50秒,桃園市中壢區中央東路口 / 桃園市中壢區建國路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.225742,24.956462
110年08月16日 11時20分00秒,彰化縣溪州鄉三條村三西路 / 彰化縣溪州鄉三條村俊智路1巷,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.489099,23.824512
